,Time Interval,Pkts number,Avg pkts interval,Avg pkts size,Inbound pkts,Outbound pkts,In pkts interval,Out pkts interval,In pkts size,Out pkts size,Person
16,8.0s - 8.5s,129,0.0038622897984496134,1184.906976744186,71,58,0.005564394185714302,0.00818895491228071,1248.2112676056338,1107.4137931034484,1
17,8.5s - 9.0s,161,0.003126253285714288,1148.9192546583852,106,55,0.004497337399999999,0.008945435388888881,1211.8490566037735,1027.6363636363637,1
18,9.0s - 9.5s,144,0.0033809757638888875,1191.1944444444443,83,61,0.005730603609756094,0.007954354766666652,1230.3855421686746,1137.8688524590164,1
19,9.5s - 10.0s,141,0.003643285468085105,1177.4184397163122,84,57,0.004584273650602421,0.008705636196428581,1244.4642857142858,1078.6140350877192,1
20,10.0s - 10.5s,147,0.0034012882040816324,1171.4149659863945,88,59,0.005515797758620693,0.007853752241379297,1228.6704545454545,1086.0169491525423,1
21,10.5s - 11.0s,139,0.003529744381294964,1153.6762589928057,81,58,0.006007574399999993,0.008252180333333326,1217.2962962962963,1064.8275862068965,1
22,11.0s - 11.5s,128,0.003910593359375,1179.28125,68,60,0.0073121975820895566,0.008155044406779687,1231.1470588235295,1120.5,1
23,11.5s - 12.0s,144,0.0034767126458333333,1187.2708333333333,93,51,0.005324302543478251,0.008407289260000006,1242.3655913978494,1086.8039215686274,1
24,12.0s - 12.5s,145,0.0034525551793103447,1152.2275862068966,85,60,0.005722631702380949,0.008248561338983072,1204.1411764705883,1078.6833333333334,1
25,12.5s - 13.0s,150,0.0033383156200000007,1190.72,91,59,0.005457741744444434,0.008286914586206907,1245.1978021978023,1106.6949152542372,1
26,13.0s - 13.5s,135,0.0037030827037037046,1170.7037037037037,78,57,0.005848438974025981,0.008189491589285693,1212.628205128205,1113.3333333333333,1
27,13.5s - 14.0s,141,0.0035511495957446797,1210.1347517730496,90,51,0.005510169707865175,0.009012403939999985,1261.2888888888888,1119.862745098039,1
28,14.0s - 14.5s,146,0.0034261661301369854,1176.6575342465753,86,60,0.005059976329411764,0.008126366067796601,1219.3255813953488,1115.5,1
29,14.5s - 15.0s,140,0.003584029257142856,1173.4071428571428,85,55,0.005850925619047616,0.009102547870370396,1242.3529411764705,1066.8545454545454,1
30,15.0s - 15.5s,139,0.0035888166978417266,1169.7122302158273,81,58,0.005754264537500009,0.008574147035087739,1239.5432098765432,1072.1896551724137,1
31,15.5s - 16.0s,150,0.003337667926666667,1164.5,91,59,0.005337182899999999,0.008276227534482776,1235.4835164835165,1055.0169491525423,1
32,16.0s - 16.5s,145,0.00338416904137931,1149.5379310344827,88,57,0.005523512793103452,0.008583342553571452,1193.909090909091,1081.0350877192982,1
33,16.5s - 17.0s,146,0.0035032658904109587,1199.2397260273972,90,56,0.005281170011235942,0.008920003854545461,1245.6555555555556,1124.642857142857,1
34,17.0s - 17.5s,144,0.0034678872569444425,1165.9375,86,58,0.005768045294117657,0.008602509070175452,1240.8720930232557,1054.8275862068965,1
35,17.5s - 18.0s,146,0.003436998075342466,1166.2876712328766,86,60,0.005786049317647055,0.007974382864406816,1212.5581395348838,1099.9666666666667,1
36,18.0s - 18.5s,140,0.0035655698428571424,1204.6714285714286,88,52,0.005636961724137941,0.009219928980392155,1255.75,1118.2307692307693,1
37,18.5s - 19.0s,144,0.003404535597222223,1166.1319444444443,87,57,0.005119235918604634,0.00840090591071428,1217.0804597701149,1088.3684210526317,1
38,19.0s - 19.5s,145,0.0035223053999999987,1192.2206896551725,88,57,0.005637955574712642,0.008026165821428613,1251.0,1101.4736842105262,1
39,19.5s - 20.0s,140,0.0035746820428571415,1135.807142857143,78,62,0.006239993727272716,0.008016313229508212,1196.9615384615386,1058.8709677419354,1
40,20.0s - 20.5s,144,0.0034773097430555564,1162.8055555555557,86,58,0.005772578411764704,0.008433510526315783,1212.9883720930231,1088.396551724138,1
41,20.5s - 21.0s,140,0.0035729857857142856,1159.7142857142858,84,56,0.005787515975903631,0.008916452290909082,1223.2619047619048,1064.392857142857,1
42,21.0s - 21.5s,139,0.003527747553956835,1174.63309352518,85,54,0.005601914095238094,0.008637900433962254,1214.2823529411764,1112.2222222222222,1
43,21.5s - 22.0s,140,0.003638370271428573,1168.8142857142857,79,61,0.00627893956410256,0.008314149650000028,1223.860759493671,1097.5245901639344,1
44,22.0s - 22.5s,136,0.0036204201911764723,1175.3823529411766,79,57,0.005527780012820553,0.008611997410714294,1236.2025316455697,1091.0877192982457,1
45,22.5s - 23.0s,141,0.00354303574468085,1185.4822695035461,89,52,0.005563003511363629,0.008829003921568641,1232.1573033707866,1105.5961538461538,1
46,23.0s - 23.5s,137,0.00365262194890511,1174.6131386861314,75,62,0.006490550851351337,0.008031283409836045,1204.6,1138.3387096774193,1
47,23.5s - 24.0s,139,0.0036054490359712235,1161.1726618705036,80,59,0.006078917455696202,0.008460808206896554,1218.125,1083.949152542373,1
48,24.0s - 24.5s,140,0.0034983087857142848,1162.8642857142856,89,51,0.005453660261363635,0.008374826820000009,1218.1573033707866,1066.3725490196077,1
49,24.5s - 25.0s,152,0.003359936203947369,1165.3881578947369,89,63,0.005570839511363653,0.007907158806451589,1228.191011235955,1076.6666666666667,1
50,25.0s - 25.5s,145,0.003453196648275861,1202.1793103448276,88,57,0.005641089816091973,0.008577078553571418,1239.284090909091,1144.8947368421052,1
51,25.5s - 26.0s,140,0.0035718511214285725,1151.7714285714285,85,55,0.005706957785714263,0.00833188609259264,1195.8470588235293,1083.6545454545455,1
52,26.0s - 26.5s,142,0.0034577078802816904,1181.4788732394366,83,59,0.005493129536585385,0.008289810482758644,1228.0963855421687,1115.8983050847457,1
53,26.5s - 27.0s,154,0.003315768870129868,1176.0324675324675,96,58,0.004952123421052634,0.008485939771929782,1214.5416666666667,1112.2931034482758,1
54,27.0s - 27.5s,144,0.0034789908402777783,1147.548611111111,85,59,0.005715062738095247,0.007946731103448273,1212.5176470588235,1053.949152542373,1
55,27.5s - 28.0s,133,0.003752837586466166,1192.1503759398497,77,56,0.006186078105263124,0.008527919290909125,1224.5584415584415,1147.5892857142858,1
56,28.0s - 28.5s,143,0.003367580545454545,1191.6433566433566,85,58,0.005610334059523809,0.008271333912280679,1250.8,1104.948275862069,1
57,28.5s - 29.0s,140,0.003710511649999997,1184.0142857142857,84,56,0.005903600457831303,0.008732065545454566,1258.2738095238096,1072.625,1
58,29.0s - 29.5s,135,0.0037069857851851854,1182.3555555555556,81,54,0.00600378886249997,0.009064622509433958,1232.4444444444443,1107.2222222222222,1
59,29.5s - 30.0s,144,0.00340796023611111,1176.263888888889,82,62,0.005928097271604948,0.007790143459016404,1237.7682926829268,1094.9193548387098,1
60,30.0s - 30.5s,140,0.003470443064285713,1176.1571428571428,85,55,0.005362654142857167,0.008420658851851885,1240.0235294117647,1077.4545454545455,1
61,30.5s - 31.0s,150,0.0035022623599999998,1143.24,90,60,0.005497706573033715,0.007974226271186467,1186.3111111111111,1078.6333333333334,1
62,31.0s - 31.5s,141,0.0035462471914893623,1145.1843971631206,81,60,0.006122432175000014,0.008135249898305047,1216.2222222222222,1049.2833333333333,1
63,31.5s - 32.0s,136,0.003614089867647058,1172.3088235294117,79,57,0.0061580751666666395,0.008177053178571456,1214.4810126582279,1113.859649122807,1
64,32.0s - 32.5s,138,0.0036228056594202877,1185.1521739130435,83,55,0.0056037090365853226,0.00906836214814809,1226.7469879518073,1122.3818181818183,1
65,32.5s - 33.0s,152,0.00329322290131579,1189.4342105263158,91,61,0.005454612311111144,0.008013300383333307,1244.901098901099,1106.688524590164,1
66,33.0s - 33.5s,140,0.0035711452285714295,1145.8142857142857,80,60,0.005838986620253177,0.008142737525423722,1222.1625,1044.0166666666667,1
67,33.5s - 34.0s,146,0.0034279550068493157,1182.650684931507,91,55,0.0054417597333333055,0.008330416851851784,1249.6703296703297,1071.7636363636364,1
68,34.0s - 34.5s,140,0.0035736651000000006,1186.7785714285715,85,55,0.0058378371666666425,0.00871115312962958,1220.2117647058824,1135.1090909090908,1
69,34.5s - 35.0s,150,0.0033390498600000015,1152.62,89,61,0.005576181715909053,0.007987291316666756,1200.6629213483145,1082.5245901639344,1
70,35.0s - 35.5s,143,0.0035106597342657326,1187.3426573426573,89,54,0.005136038250000025,0.008875461339622618,1252.3033707865168,1080.2777777777778,1
71,35.5s - 36.0s,142,0.003510897690140847,1169.5633802816901,80,62,0.006191719987341756,0.007684583508196805,1219.175,1105.5483870967741,1
72,36.0s - 36.5s,141,0.003551523929078013,1193.3333333333333,83,58,0.005840035243902368,0.008428566421052608,1234.0240963855422,1135.103448275862,1
73,36.5s - 37.0s,145,0.0034542968896551706,1179.5172413793102,93,52,0.005338013228260832,0.009426078627451021,1217.010752688172,1112.4615384615386,1
74,37.0s - 37.5s,158,0.003169205348101266,1178.1708860759493,95,63,0.005006460936170211,0.00792361609677413,1239.7473684210527,1085.3174603174602,1
75,37.5s - 38.0s,153,0.003267962477124184,1186.3529411764705,93,60,0.005111898467391269,0.007862193033898231,1242.6881720430108,1099.0333333333333,1
76,38.0s - 38.5s,147,0.0034122478979591846,1173.639455782313,90,57,0.005390064707865182,0.008235334035714257,1224.0222222222221,1094.0877192982457,1
77,38.5s - 39.0s,147,0.003411650639455782,1164.2312925170068,89,58,0.005573221340909126,0.008647704263157925,1217.4494382022472,1082.5689655172414,1
78,39.0s - 39.5s,144,0.0034044824513888897,1197.5625,85,59,0.00574591711904761,0.008262396517241385,1235.894117647059,1142.3389830508474,1
79,39.5s - 40.0s,130,0.003806718453846156,1174.2846153846153,74,56,0.005484438260273961,0.008308068345454635,1225.1216216216217,1107.107142857143,1
80,40.0s - 40.5s,151,0.0034021484039735072,1180.2251655629138,97,54,0.004917838697916658,0.008000074301886763,1237.5876288659795,1077.1851851851852,1
81,40.5s - 41.0s,144,0.0034180716249999983,1197.5625,87,57,0.005232931558139565,0.00842514660714284,1238.83908045977,1134.561403508772,1
82,41.0s - 41.5s,142,0.0031610146830985913,1153.6971830985915,87,55,0.004348130232558167,0.008125118685185182,1206.1954022988505,1070.6545454545455,1
83,41.5s - 42.0s,157,0.0035689362929936298,1202.6687898089172,98,59,0.004517864969072121,0.008099428379310325,1252.0816326530612,1120.593220338983,1
84,42.0s - 42.5s,147,0.0033688093877551006,1160.5578231292518,87,60,0.005476524697674395,0.00804895735593216,1208.7586206896551,1090.6666666666667,1
85,42.5s - 43.0s,150,0.0032859026066666673,1170.4133333333334,90,60,0.003956981966292125,0.008182966779661002,1219.1888888888889,1097.25,1
86,43.0s - 43.5s,136,0.003700094051470589,1186.7058823529412,83,53,0.0047963227317073705,0.008509309500000018,1244.1807228915663,1096.698113207547,1
87,43.5s - 44.0s,140,0.003604395542857142,1180.9714285714285,81,59,0.004903009137500014,0.008163557982758607,1224.4938271604938,1121.2203389830509,1
88,44.0s - 44.5s,147,0.003375241476190477,1162.4285714285713,89,58,0.005367441090909092,0.007955774245614004,1232.1460674157304,1055.448275862069,1
89,44.5s - 45.0s,152,0.0032440535263157898,1172.6776315789473,91,61,0.005001317577777798,0.008045367566666664,1244.065934065934,1066.1803278688524,1
90,45.0s - 45.5s,141,0.003425124914893614,1197.0,88,53,0.003969076678160949,0.008027935173076983,1235.4431818181818,1133.1698113207547,1
91,45.5s - 46.0s,137,0.003761076116788323,1211.2700729927008,81,56,0.004109412024999948,0.008354561163636344,1234.0123456790122,1178.375,1
92,46.0s - 46.5s,166,0.0029785190783132537,1152.05421686747,107,59,0.004440093349056547,0.0077630585862068615,1197.766355140187,1069.1525423728813,1
93,46.5s - 47.0s,155,0.0033354331161290322,1182.1870967741936,97,58,0.005109456854166676,0.008072654245613963,1228.8659793814434,1104.1206896551723,1
94,47.0s - 47.5s,150,0.003338850786666666,1188.6066666666666,88,62,0.005620219494252897,0.00804027042622951,1251.9204545454545,1098.741935483871,1
95,47.5s - 48.0s,144,0.0034751674999999992,1182.0277777777778,86,58,0.005770469564705937,0.00867838203508772,1231.3372093023256,1108.9137931034484,1
96,48.0s - 48.5s,142,0.0034901770422535224,1203.3028169014085,87,55,0.005236149046511668,0.008989148555555564,1233.3563218390805,1155.7636363636364,1
97,48.5s - 49.0s,132,0.003826474909090909,1195.5075757575758,77,55,0.005923726618421087,0.008983541296296317,1236.6883116883116,1137.8545454545454,1
98,49.0s - 49.5s,153,0.0032691753333333328,1160.2418300653594,94,59,0.005240345397849433,0.008415599775862025,1227.8829787234042,1052.4745762711864,1
99,49.5s - 50.0s,152,0.003227996723684211,1132.75,90,62,0.005391062101123583,0.007552745852459091,1209.1888888888889,1021.7903225806451,1
100,50.0s - 50.5s,147,0.0034721054965986403,1200.938775510204,90,57,0.005391611415730308,0.008574878535714323,1244.0666666666666,1132.842105263158,1
101,50.5s - 51.0s,140,0.0035745473785714276,1182.857142857143,79,61,0.006285792435897464,0.008016414616666623,1256.4556962025317,1087.5409836065573,1
102,51.0s - 51.5s,145,0.003453634620689655,1188.855172413793,92,53,0.005279178241758258,0.009436035826923036,1202.8369565217392,1164.5849056603774,1
103,51.5s - 52.0s,148,0.003380987486486486,1200.7905405405406,90,58,0.005061776483146083,0.008173209175438581,1246.6888888888889,1129.5689655172414,1
104,52.0s - 52.5s,147,0.0034035309183673462,1191.3061224489795,91,56,0.005450863833333367,0.008361801636363514,1231.923076923077,1125.3035714285713,1
105,52.5s - 53.0s,137,0.003582921547445255,1179.9197080291972,78,59,0.006240851246753271,0.008359231637931048,1225.2692307692307,1119.9661016949153,1
106,53.0s - 53.5s,145,0.0034531326965517263,1182.1172413793104,88,57,0.005530993770114936,0.008383913124999991,1229.5568181818182,1108.877192982456,1
107,53.5s - 54.0s,153,0.003274824993464053,1161.862745098039,94,59,0.005064626752688196,0.008474504241379395,1208.340425531915,1087.8135593220338,1
108,54.0s - 54.5s,143,0.0035338647692307675,1181.0,85,58,0.005584410761904766,0.008687931842105283,1232.2117647058824,1105.948275862069,1
109,54.5s - 55.0s,145,0.0033398992068965497,1161.2137931034483,90,55,0.005398295516853962,0.008733999148148146,1220.5,1064.2,1
110,55.0s - 55.5s,146,0.00350004540410959,1201.8835616438357,88,58,0.00540708947126438,0.008608962035087686,1224.7045454545455,1167.2586206896551,1
111,55.5s - 56.0s,140,0.003582680449999998,1174.9642857142858,88,52,0.005655189827586188,0.008277900411764664,1241.8522727272727,1061.7692307692307,1
112,56.0s - 56.5s,151,0.003303370662251655,1156.3245033112582,90,61,0.005511230685393231,0.008132100833333312,1228.9555555555555,1049.1639344262296,1
113,56.5s - 57.0s,140,0.0035108071357142874,1171.4285714285713,79,61,0.0060300805128204365,0.00801782573333334,1210.886075949367,1120.327868852459,1
114,57.0s - 57.5s,158,0.003230638386075949,1157.246835443038,100,58,0.0049513423030303,0.008601070070175373,1213.11,1060.9310344827586,1
115,57.5s - 58.0s,148,0.00338021654054054,1188.0472972972973,88,60,0.005518062747126451,0.0083074169830508,1229.965909090909,1126.5666666666666,1
116,58.0s - 58.5s,150,0.003337900593333334,1183.9933333333333,93,57,0.005340725771739091,0.008586706053571369,1232.3333333333333,1105.122807017544,1
117,58.5s - 59.0s,140,0.0035701309428571412,1184.2785714285715,83,57,0.005968069743902448,0.00856143089285715,1248.7228915662652,1090.438596491228,1
118,59.0s - 59.5s,151,0.0033234335629139062,1186.7549668874171,93,58,0.005223231097826032,0.0086316276491228,1237.225806451613,1105.8275862068965,1
119,59.5s - 60.0s,149,0.003347432879194629,1174.1744966442952,88,61,0.005515130137931091,0.007981195166666667,1216.625,1112.9344262295083,1
120,60.0s - 60.5s,150,0.003343599133333333,1170.7066666666667,90,60,0.0055195803820224385,0.00815630627118646,1228.6555555555556,1083.7833333333333,1
121,60.5s - 61.0s,140,0.0035693678999999963,1151.7285714285715,86,54,0.0057708043882353,0.009044721396226434,1200.2441860465117,1074.462962962963,1
122,61.0s - 61.5s,141,0.003547981276595747,1160.290780141844,83,58,0.005982075195121942,0.008129957228070183,1214.5301204819277,1082.6724137931035,1
123,61.5s - 62.0s,156,0.0032124319294871795,1186.8589743589744,97,59,0.005105674437500059,0.008404994103448298,1224.8041237113403,1124.4745762711864,1
124,62.0s - 62.5s,151,0.003243411880794703,1189.1258278145694,95,56,0.0051107268723404545,0.008561595890909178,1225.6842105263158,1127.107142857143,1
125,62.5s - 63.0s,151,0.0033824859470198677,1188.8211920529802,87,64,0.005704245476744212,0.007821637873015836,1255.7931034482758,1097.78125,1
126,63.0s - 63.5s,153,0.0032690429999999997,1178.921568627451,97,56,0.005100836541666709,0.008889721727272811,1227.0927835051546,1095.482142857143,1
127,63.5s - 64.0s,137,0.003586830124087592,1171.3868613138686,79,58,0.006172290025641011,0.00827050792982457,1219.6708860759493,1105.6206896551723,1
128,64.0s - 64.5s,145,0.0034483518344827586,1200.5655172413792,88,57,0.005626986471264313,0.008581954392857074,1231.6704545454545,1152.5438596491229,1
129,64.5s - 65.0s,156,0.0032125919230769242,1146.974358974359,93,63,0.0053390033478259895,0.007922796338709804,1198.505376344086,1070.904761904762,1
130,65.0s - 65.5s,134,0.003653231940298506,1177.3507462686566,79,55,0.005900711871794839,0.008516502499999858,1241.6582278481012,1084.9818181818182,1
131,65.5s - 66.0s,155,0.0032969457354838695,1175.8516129032257,95,60,0.005213005425531945,0.008136206694915198,1241.957894736842,1071.1833333333334,1
132,66.0s - 66.5s,140,0.003569725992857143,1169.3285714285714,87,53,0.005693600953488285,0.008607874788461563,1206.7011494252874,1107.9811320754718,1
133,66.5s - 67.0s,149,0.0033703037986577184,1186.4228187919464,89,60,0.005594474056818041,0.0078028416610168745,1234.314606741573,1115.3833333333334,1
134,67.0s - 67.5s,146,0.0034198361780821917,1172.8150684931506,90,56,0.005517288213483108,0.008575543090909254,1232.2888888888888,1077.232142857143,1
135,67.5s - 68.0s,147,0.003336718081632654,1190.843537414966,87,60,0.005581024755813948,0.007960558694915146,1236.2183908045977,1125.05,1
136,68.0s - 68.5s,140,0.003644803985714285,1172.75,83,57,0.005372628939024359,0.008721418964285783,1226.6385542168675,1094.280701754386,1
137,68.5s - 69.0s,146,0.003424653342465754,1173.835616438356,88,58,0.00563083274712635,0.008418350473684149,1219.75,1104.1724137931035,1
138,69.0s - 69.5s,139,0.00360800118705036,1213.6762589928057,82,57,0.006059401481481584,0.008762060875000088,1239.378048780488,1176.701754385965,1
139,69.5s - 70.0s,151,0.0033083863443708604,1169.0927152317881,93,58,0.005321687021739176,0.00811864749122804,1237.4623655913979,1059.4655172413793,1
140,70.0s - 70.5s,146,0.0032935697191780852,1180.9246575342465,89,57,0.0050189958295454385,0.008400964339285721,1228.2247191011236,1107.0701754385964,1
141,70.5s - 71.0s,149,0.0034895773691275187,1190.0805369127518,91,58,0.005215113522222244,0.008342426315789553,1251.3296703296703,1093.9827586206898,1
142,71.0s - 71.5s,139,0.0036000967913669044,1176.2877697841727,86,53,0.005771551517647106,0.008670138711538518,1213.8837209302326,1115.2830188679245,1
143,71.5s - 72.0s,148,0.0033825420810810816,1172.527027027027,90,58,0.005511833011235906,0.008257416210526253,1223.4222222222222,1093.551724137931,1
144,72.0s - 72.5s,145,0.0033197005448275855,1166.8758620689655,91,54,0.005238148611110994,0.007127442056603897,1231.2307692307693,1058.4259259259259,1
145,72.5s - 73.0s,149,0.0034913987449664424,1196.3087248322147,90,59,0.005393671325842735,0.008038334293103563,1235.0555555555557,1137.2033898305085,1
146,73.0s - 73.5s,137,0.0035777225474452573,1186.1313868613138,82,55,0.0056839701851851806,0.008899066925925878,1234.3536585365853,1114.2363636363636,1
147,73.5s - 74.0s,143,0.0035659805944055953,1186.4475524475524,87,56,0.005695244965116264,0.008668344563636248,1237.0114942528735,1107.892857142857,1
148,74.0s - 74.5s,140,0.0033675074142857143,1191.4357142857143,83,57,0.00537187775609755,0.00828621898214291,1225.7590361445782,1141.4561403508771,1
149,74.5s - 75.0s,140,0.003670459178571432,1158.7571428571428,78,62,0.004579275051948191,0.007937264573770362,1247.474358974359,1047.1451612903227,1
150,75.0s - 75.5s,136,0.0037197547352941173,1180.8823529411766,83,53,0.004127819524390163,0.009192789230769067,1227.120481927711,1108.4716981132076,1
151,75.5s - 76.0s,158,0.003010289392405063,1205.1708860759493,98,60,0.004715938649484514,0.007888836728813506,1239.265306122449,1149.4833333333333,1
152,76.0s - 76.5s,161,0.0032658760621118005,1156.9813664596272,100,61,0.0038636904848483723,0.007980752899999999,1176.73,1124.6065573770493,1
153,76.5s - 77.0s,145,0.0034531792482758615,1165.1655172413793,87,58,0.005577407837209327,0.008445452210526278,1205.3908045977012,1104.8275862068965,1
154,77.0s - 77.5s,139,0.00360060371942446,1192.158273381295,86,53,0.005649335411764783,0.009430434076923105,1248.2441860465117,1101.1509433962265,1
155,77.5s - 78.0s,147,0.0034022587278911562,1196.7823129251701,90,57,0.00550971583146057,0.008353474071428581,1217.611111111111,1163.8947368421052,1
156,78.0s - 78.5s,138,0.003266651202898551,1179.7028985507247,83,55,0.004048446853658496,0.00790952148148152,1231.5301204819277,1101.490909090909,1
157,78.5s - 79.0s,159,0.0033965884088050296,1202.8993710691823,99,60,0.004265523775510224,0.008033856220338996,1238.080808080808,1144.85,1
158,79.0s - 79.5s,151,0.003379770688741721,1180.271523178808,91,60,0.005448940422222235,0.007975961983050932,1232.1648351648353,1101.5666666666666,1
159,79.5s - 80.0s,154,0.0032528238376623385,1130.6298701298701,90,64,0.0053974012022471535,0.007463354984127008,1215.6777777777777,1011.03125,1
160,80.0s - 80.5s,140,0.0035728504428571427,1202.8642857142856,89,51,0.005458080488636405,0.009226553039999886,1240.8426966292134,1136.5882352941176,1
161,80.5s - 81.0s,151,0.0033148462450331108,1188.1258278145694,91,60,0.005439469844444507,0.007955700830508302,1233.7802197802198,1118.8833333333334,1
162,81.0s - 81.5s,149,0.0033586349597315443,1163.456375838926,89,60,0.005572852545454668,0.00831248184745761,1219.6966292134832,1080.0333333333333,1
163,81.5s - 82.0s,142,0.0034972967323943656,1186.4788732394366,86,56,0.005429631094117707,0.007970676981818253,1230.8837209302326,1118.2857142857142,1
164,82.0s - 82.5s,154,0.003274095636363636,1188.6168831168832,96,58,0.004619402221052538,0.008325163421052625,1243.2916666666667,1098.1206896551723,1
165,82.5s - 83.0s,143,0.0035006901958041944,1200.7062937062938,91,52,0.005450699966666642,0.008732306137255095,1236.3956043956043,1138.25,1
166,83.0s - 83.5s,149,0.003359391208053693,1168.523489932886,87,62,0.005353947337209312,0.008035166803278607,1224.9080459770114,1089.4032258064517,1
167,83.5s - 84.0s,155,0.003228712619354839,1166.141935483871,92,63,0.005381751131868181,0.007910564370967857,1228.0217391304348,1075.7777777777778,1
168,84.0s - 84.5s,150,0.003337214133333333,1190.46,91,59,0.005449252966666683,0.008454230172413764,1232.2307692307693,1126.0338983050847,1
169,84.5s - 85.0s,143,0.0034284597202797196,1167.167832167832,86,57,0.0056532644588235615,0.008401052607142998,1256.3488372093022,1032.6140350877192,1
170,85.0s - 85.5s,148,0.003388386918918919,1160.6013513513512,86,62,0.005659109952941154,0.007869153508196768,1210.6976744186047,1091.1129032258063,1
171,85.5s - 86.0s,138,0.0036192140869565205,1178.2028985507247,78,60,0.006240526545454557,0.008178150322033815,1225.025641025641,1117.3333333333333,1
172,86.0s - 86.5s,149,0.0033586068255033563,1177.221476510067,92,57,0.005165419527472494,0.008234150767856972,1221.141304347826,1106.3333333333333,1
173,86.5s - 87.0s,145,0.003385909972413793,1186.6137931034482,89,56,0.0053411969772727145,0.008738909890909047,1223.685393258427,1127.6964285714287,1
174,87.0s - 87.5s,154,0.0033135746818181815,1176.6883116883116,92,62,0.005056111538461554,0.007903010409835985,1207.9673913043478,1130.274193548387,1
175,87.5s - 88.0s,148,0.003379713635135136,1187.3175675675675,91,57,0.005338587144444457,0.007889972553571616,1244.2417582417581,1096.438596491228,1
176,88.0s - 88.5s,136,0.0036094601323529395,1178.6838235294117,81,55,0.005882063687499972,0.00871543414814816,1243.2716049382716,1083.5636363636363,1
177,88.5s - 89.0s,154,0.0033181970259740265,1167.9805194805194,93,61,0.005327388934782539,0.008198366783333456,1223.978494623656,1082.6065573770493,1
178,89.0s - 89.5s,134,0.0037294460671641796,1193.7014925373135,80,54,0.0061911935949367156,0.009111565641509266,1234.825,1132.7777777777778,1
179,89.5s - 90.0s,140,0.00358168672142857,1165.6785714285713,80,60,0.006220266544303854,0.008331589440677899,1230.4375,1079.3333333333333,1
180,90.0s - 90.5s,151,0.0032426618807947015,1221.5430463576158,95,56,0.005105123861702115,0.008604525145454484,1238.4526315789474,1192.857142857143,1
181,90.5s - 91.0s,151,0.0033815013443708607,1180.5761589403974,91,60,0.005448477588889015,0.008071221813559395,1243.076923076923,1085.7833333333333,1
182,91.0s - 91.5s,145,0.0034546249172413795,1168.9448275862069,93,52,0.005339694652173862,0.009440760921568389,1213.010752688172,1090.1346153846155,1
183,91.5s - 92.0s,147,0.0033977744829931976,1196.0680272108843,88,59,0.005626505885057385,0.008228083793103393,1225.284090909091,1152.4915254237287,1
184,92.0s - 92.5s,140,0.003555370785714287,1190.0642857142857,85,55,0.005720553988095186,0.008651164777777741,1248.270588235294,1100.1090909090908,1
185,92.5s - 93.0s,142,0.0035520726197183104,1174.6549295774648,85,57,0.005733585678571375,0.008445750035714334,1232.164705882353,1088.8947368421052,1
186,93.0s - 93.5s,146,0.0033707530205479455,1181.0753424657535,91,55,0.005215342800000005,0.008240477370370427,1242.5824175824175,1079.3090909090909,1
187,93.5s - 94.0s,132,0.0038455666590909085,1197.75,82,50,0.00604112711111115,0.00817120614285718,1209.4512195121952,1178.56,1
188,94.0s - 94.5s,150,0.003272930646666663,1177.52,92,58,0.005279214549450525,0.008430391368421192,1231.054347826087,1092.603448275862,1
189,94.5s - 95.0s,151,0.0033822670993377464,1146.7549668874171,87,64,0.005595161313953561,0.007546413746031555,1209.7701149425288,1061.09375,1
190,95.0s - 95.5s,147,0.0033416974625850313,1188.2380952380952,91,56,0.0053547998444445155,0.008558366490909077,1228.1868131868132,1123.3214285714287,1
191,95.5s - 96.0s,144,0.003524815430555556,1160.2083333333333,82,62,0.005425705049382673,0.007978476606557358,1221.1707317073171,1079.5806451612902,1
192,96.0s - 96.5s,153,0.0032144083921568636,1185.359477124183,93,60,0.005327221347826131,0.007768897847457659,1221.6236559139784,1129.15,1
193,96.5s - 97.0s,147,0.003405109469387755,1161.5102040816328,89,58,0.0054446351136363735,0.008469202701754509,1210.6629213483145,1086.0862068965516,1
194,97.0s - 97.5s,140,0.003575589985714286,1184.7857142857142,83,57,0.005981896158536623,0.008585335232143063,1237.120481927711,1108.578947368421,1
195,97.5s - 98.0s,139,0.0036012492230215825,1177.179856115108,84,55,0.005896375999999936,0.009063112500000001,1238.0119047619048,1084.2727272727273,1
196,98.0s - 98.5s,141,0.0035525156950354606,1189.4113475177305,86,55,0.005658624364706016,0.00908688983333353,1229.8953488372092,1126.1090909090908,1
197,98.5s - 99.0s,158,0.0031925764113924044,1157.246835443038,99,59,0.004914920316326511,0.00836059696551721,1219.858585858586,1052.1864406779662,1
198,99.0s - 99.5s,144,0.0034450584305555556,1170.2083333333333,87,57,0.00569131084883713,0.008656253482142924,1228.9885057471265,1080.4912280701753,1
199,99.5s - 100.0s,151,0.0033140361920529797,1182.317880794702,90,61,0.005510782966292147,0.008175614499999994,1238.6777777777777,1099.1639344262296,1
200,100.0s - 100.5s,137,0.003662892218978102,1199.2408759124087,80,57,0.006227553949367181,0.008595189196428623,1249.65,1128.4912280701753,1
201,100.5s - 101.0s,150,0.0033295555599999983,1221.1933333333334,97,53,0.005097770062499969,0.009415081615384607,1258.4020618556701,1153.0943396226414,1
202,101.0s - 101.5s,148,0.0033860068986486464,1163.472972972973,85,63,0.005848048511904632,0.007923047322580739,1215.035294117647,1093.904761904762,1
