,Time Interval,Pkts number,Avg pkts interval,Avg pkts size,Inbound pkts,Outbound pkts,Person
715,357.5s - 358.0s,148,0.0033928848310810808,1196.8648648648648,90,90,1
716,358.0s - 358.5s,134,0.0037400027462686563,1151.3955223880596,79,79,1
717,358.5s - 359.0s,157,0.0031832586050955414,1176.4840764331211,98,98,1
718,359.0s - 359.5s,143,0.0035215355944055947,1192.2727272727273,91,91,1
719,359.5s - 360.0s,148,0.0033751972972972987,1157.912162162162,86,86,1
720,360.0s - 360.5s,150,0.003317837726666668,1178.7533333333333,95,95,1
721,360.5s - 361.0s,134,0.00351672187313433,1144.7686567164178,77,77,1
722,361.0s - 361.5s,151,0.0035179392781456965,1159.4834437086092,94,94,1
723,361.5s - 362.0s,141,0.0034734085673758857,1169.1418439716313,85,85,1
724,362.0s - 362.5s,142,0.00356399061971831,1156.9859154929577,81,81,1
725,362.5s - 363.0s,143,0.003531971027972029,1180.13986013986,88,88,1
726,363.0s - 363.5s,152,0.0032947272763157905,1193.3157894736842,95,95,1
727,363.5s - 364.0s,145,0.0034535774068965514,1198.3379310344828,89,89,1
728,364.0s - 364.5s,145,0.003385061165517242,1187.551724137931,92,92,1
729,364.5s - 365.0s,149,0.003361126818791947,1139.013422818792,86,86,1
730,365.0s - 365.5s,151,0.00331392780794702,1179.0927152317881,91,91,1
731,365.5s - 366.0s,137,0.00366418987591241,1187.4379562043796,85,85,1
732,366.0s - 366.5s,147,0.003396823789115645,1158.0204081632653,87,87,1
733,366.5s - 367.0s,148,0.0033904219662162153,1193.6554054054054,92,92,1
734,367.0s - 367.5s,155,0.003223943193548387,1187.3612903225805,93,93,1
735,367.5s - 368.0s,142,0.003526915788732393,1171.3732394366198,89,89,1
736,368.0s - 368.5s,158,0.003161468582278479,1169.76582278481,98,98,1
737,368.5s - 369.0s,144,0.003411605402777778,1143.5069444444443,88,88,1
738,369.0s - 369.5s,143,0.003569962552447552,1182.9160839160838,85,85,1
739,369.5s - 370.0s,156,0.003164779948717948,1190.5,98,98,1
740,370.0s - 370.5s,146,0.003444355246575343,1180.0068493150684,91,91,1
741,370.5s - 371.0s,147,0.003440717666666665,1161.2857142857142,83,83,1
742,371.0s - 371.5s,144,0.003404760381944445,1184.2916666666667,88,88,1
743,371.5s - 372.0s,147,0.0034148378571428563,1166.6802721088436,84,84,1
744,372.0s - 372.5s,150,0.0033298049266666657,1150.2333333333333,94,94,1
745,372.5s - 373.0s,149,0.0033610070872483245,1170.6979865771812,93,93,1
746,373.0s - 373.5s,151,0.0033038518741721865,1161.4238410596026,91,91,1
747,373.5s - 374.0s,142,0.003460429676056337,1179.9929577464789,87,87,1
748,374.0s - 374.5s,143,0.003579032650349651,1178.3776223776224,86,86,1
749,374.5s - 375.0s,142,0.0035646329859154936,1188.8309859154929,88,88,1
750,375.0s - 375.5s,142,0.003490078267605635,1197.781690140845,85,85,1
751,375.5s - 376.0s,144,0.003470052819444443,1160.0555555555557,85,85,1
752,376.0s - 376.5s,154,0.0032673579415584426,1170.551948051948,92,92,1
753,376.5s - 377.0s,136,0.003589276830882354,1196.4338235294117,80,80,1
754,377.0s - 377.5s,155,0.0032990485612903213,1203.9032258064517,95,95,1
755,377.5s - 378.0s,119,0.003984001697478993,1199.2857142857142,63,63,1
756,378.0s - 378.5s,167,0.003154353257485031,1167.9461077844312,110,110,1
757,378.5s - 379.0s,135,0.0037075965777777753,1180.0148148148148,80,80,1
758,379.0s - 379.5s,124,0.004002847258064516,1207.258064516129,68,68,1
759,379.5s - 380.0s,149,0.0033467563892617467,1168.8523489932886,93,93,1
760,380.0s - 380.5s,171,0.0029284406666666655,1196.438596491228,112,112,1
761,380.5s - 381.0s,140,0.003492239164285715,1157.3428571428572,80,80,1
762,381.0s - 381.5s,132,0.0037817055303030274,1180.3863636363637,75,75,1
763,381.5s - 382.0s,157,0.0032538438535031845,1177.9745222929937,102,102,1
764,382.0s - 382.5s,145,0.003442176193103449,1151.6758620689654,88,88,1
765,382.5s - 383.0s,139,0.003624521179856116,1158.36690647482,81,81,1
766,383.0s - 383.5s,139,0.003551191884892088,1157.410071942446,82,82,1
767,383.5s - 384.0s,147,0.003437346707482993,1166.0544217687075,94,94,1
768,384.0s - 384.5s,152,0.0032919037960526328,1172.8486842105262,93,93,1
769,384.5s - 385.0s,137,0.003581154408759123,1182.3211678832117,86,86,1
770,385.0s - 385.5s,153,0.003339008862745099,1185.1699346405228,93,93,1
771,385.5s - 386.0s,143,0.003510951860139858,1179.4825174825176,84,84,1
772,386.0s - 386.5s,141,0.003532259851063831,1189.099290780142,87,87,1
773,386.5s - 387.0s,153,0.0032141849803921565,1177.6143790849674,94,94,1
774,387.0s - 387.5s,133,0.003837553729323309,1133.142857142857,75,75,1
775,387.5s - 388.0s,148,0.0033153458986486498,1193.7905405405406,88,88,1
776,388.0s - 388.5s,142,0.0035770341197183097,1185.4014084507041,88,88,1
777,388.5s - 389.0s,154,0.0032077362012987026,1196.0714285714287,96,96,1
778,389.0s - 389.5s,139,0.0035814945899280593,1181.9064748201438,83,83,1
779,389.5s - 390.0s,140,0.0035930203071428564,1199.357142857143,84,84,1
780,390.0s - 390.5s,153,0.0032740701764705895,1174.8562091503268,92,92,1
781,390.5s - 391.0s,136,0.0036771507941176468,1185.5735294117646,83,83,1
782,391.0s - 391.5s,144,0.0034787691944444454,1131.0416666666667,82,82,1
783,391.5s - 392.0s,142,0.0035290436760563376,1177.4647887323943,85,85,1
784,392.0s - 392.5s,136,0.0036735746323529415,1187.7720588235295,83,83,1
785,392.5s - 393.0s,143,0.00343133744055944,1189.2377622377621,86,86,1
786,393.0s - 393.5s,148,0.0034538093783783802,1155.972972972973,91,91,1
787,393.5s - 394.0s,139,0.0036056046762589933,1169.0791366906474,79,79,1
788,394.0s - 394.5s,143,0.003423303671328672,1193.7132867132866,91,91,1
789,394.5s - 395.0s,146,0.0034997575205479433,1134.2397260273972,89,89,1
790,395.0s - 395.5s,135,0.0037037557481481484,1169.0222222222221,75,75,1
791,395.5s - 396.0s,148,0.0033169994189189175,1181.9932432432433,91,91,1
792,396.0s - 396.5s,142,0.0035285850492957752,1180.8028169014085,83,83,1
793,396.5s - 397.0s,146,0.003428353698630138,1188.13698630137,88,88,1
794,397.0s - 397.5s,149,0.0033570486375838924,1172.3489932885907,91,91,1
795,397.5s - 398.0s,139,0.003606903697841726,1189.8057553956835,87,87,1
796,398.0s - 398.5s,145,0.003459062544827585,1156.1310344827587,83,83,1
797,398.5s - 399.0s,152,0.0032834099671052636,1166.342105263158,92,92,1
798,399.0s - 399.5s,139,0.0036310452733812944,1183.4172661870505,79,79,1
799,399.5s - 400.0s,136,0.0036547709485294146,1171.110294117647,82,82,1
800,400.0s - 400.5s,150,0.003272341520000002,1178.0533333333333,92,92,1
801,400.5s - 401.0s,146,0.0034657245479452056,1183.0821917808219,92,92,1
802,401.0s - 401.5s,142,0.0035527815704225357,1195.4084507042253,84,84,1
803,401.5s - 402.0s,145,0.0033893143517241394,1180.0137931034483,82,82,1
804,402.0s - 402.5s,145,0.003516307455172414,1161.1586206896552,85,85,1
805,402.5s - 403.0s,146,0.0033630508767123293,1169.1849315068494,90,90,1
806,403.0s - 403.5s,142,0.0035928329014084516,1180.3169014084508,82,82,1
807,403.5s - 404.0s,144,0.003408320048611109,1184.173611111111,82,82,1
808,404.0s - 404.5s,145,0.00345496216551724,1176.296551724138,92,92,1
809,404.5s - 405.0s,148,0.0033732912094594615,1213.0608108108108,87,87,1
810,405.0s - 405.5s,132,0.003718150727272727,1164.7575757575758,73,73,1
811,405.5s - 406.0s,154,0.003337351220779221,1183.5974025974026,100,100,1
812,406.0s - 406.5s,154,0.0032324526883116874,1146.0324675324675,93,93,1
813,406.5s - 407.0s,135,0.003712363955555556,1206.6074074074074,82,82,1
814,407.0s - 407.5s,130,0.003887273746153846,1171.053846153846,70,70,1
815,407.5s - 408.0s,140,0.003505708857142858,1183.6285714285714,82,82,1
816,408.0s - 408.5s,151,0.0033009664966887437,1181.046357615894,92,92,1
817,408.5s - 409.0s,132,0.003388151393939394,1179.0,81,81,1
818,409.0s - 409.5s,139,0.003910979107913669,1191.7553956834533,79,79,1
819,409.5s - 410.0s,165,0.0031374780545454575,1151.4060606060607,102,102,1
820,410.0s - 410.5s,148,0.0033159120675675655,1165.081081081081,90,90,1
821,410.5s - 411.0s,149,0.003415268637583893,1186.8657718120805,92,92,1
822,411.0s - 411.5s,143,0.003512202153846153,1166.832167832168,83,83,1
823,411.5s - 412.0s,136,0.0036602960955882348,1162.7426470588234,81,81,1
824,412.0s - 412.5s,134,0.003629797119402985,1202.44776119403,78,78,1
825,412.5s - 413.0s,155,0.0032631019419354845,1166.0451612903225,93,93,1
826,413.0s - 413.5s,145,0.003463512310344828,1172.5310344827585,89,89,1
827,413.5s - 414.0s,149,0.003363052046979865,1176.9597315436242,90,90,1
828,414.0s - 414.5s,147,0.003403505795918369,1191.299319727891,87,87,1
829,414.5s - 415.0s,145,0.003452865110344829,1186.0620689655173,89,89,1
830,415.0s - 415.5s,139,0.0036016841798561156,1188.0,84,84,1
831,415.5s - 416.0s,157,0.0032191624458598705,1177.5222929936306,92,92,1
832,416.0s - 416.5s,147,0.0033736309727891156,1165.8095238095239,88,88,1
833,416.5s - 417.0s,143,0.0035024330909090894,1188.6083916083917,87,87,1
834,417.0s - 417.5s,160,0.0031259701500000008,1154.88125,97,97,1
835,417.5s - 418.0s,142,0.003457081809859154,1150.161971830986,85,85,1
836,418.0s - 418.5s,150,0.003402680419999998,1182.6,93,93,1
837,418.5s - 419.0s,145,0.0034508674137931038,1179.0620689655173,90,90,1
838,419.0s - 419.5s,144,0.0034765333819444452,1177.2777777777778,87,87,1
839,419.5s - 420.0s,143,0.0035015462797202794,1194.7202797202797,86,86,1
840,420.0s - 420.5s,136,0.003610023941176473,1177.4044117647059,78,78,1
841,420.5s - 421.0s,146,0.003359416116438357,1194.1438356164383,89,89,1
842,421.0s - 421.5s,146,0.0034342798904109587,1149.3150684931506,87,87,1
843,421.5s - 422.0s,143,0.0035703529440559434,1193.3216783216783,87,87,1
844,422.0s - 422.5s,151,0.003310771,1175.953642384106,90,90,1
845,422.5s - 423.0s,146,0.0034293480958904107,1159.7054794520548,92,92,1
846,423.0s - 423.5s,139,0.0035986837266187054,1157.1438848920864,77,77,1
847,423.5s - 424.0s,137,0.003654031197080292,1177.2262773722628,76,76,1
848,424.0s - 424.5s,140,0.003458034564285714,1174.7285714285715,85,85,1
849,424.5s - 425.0s,149,0.0034735588724832205,1150.979865771812,90,90,1
850,425.0s - 425.5s,153,0.0032773361568627433,1168.4967320261437,90,90,1
851,425.5s - 426.0s,142,0.0034453440492957757,1176.1549295774648,86,86,1
852,426.0s - 426.5s,143,0.003571353251748251,1173.4615384615386,87,87,1
853,426.5s - 427.0s,142,0.003534632866197182,1184.605633802817,80,80,1
854,427.0s - 427.5s,139,0.0035921481654676256,1193.928057553957,87,87,1
855,427.5s - 428.0s,151,0.0032841031192052984,1185.5761589403974,91,91,1
856,428.0s - 428.5s,140,0.0035401562857142865,1157.15,81,81,1
857,428.5s - 429.0s,131,0.0038180026488549633,1120.5190839694656,73,73,1
858,429.0s - 429.5s,142,0.003530043929577466,1179.6690140845071,87,87,1
859,429.5s - 430.0s,74,0.003645668445945945,1148.081081081081,44,44,1
